date,dam,rtm
2022-01-04 03:00:00,20.35,23.09
2022-01-04 04:00:00,24.91,23.77
2022-01-04 05:00:00,25.84,24.12
2022-01-04 06:00:00,40.23,31.24
2022-01-04 07:00:00,42.89,31.74
2022-01-04 08:00:00,35.56,25.67
2022-01-04 09:00:00,26.61,22.86
2022-01-04 10:00:00,23.39,22.09
2022-01-04 11:00:00,22.74,20.42
2022-01-04 12:00:00,20.37,20.64
2022-01-04 13:00:00,19.22,17.94
2022-01-04 14:00:00,18.33,5.12
2022-01-04 15:00:00,18.05,10.5
2022-01-04 16:00:00,21.57,19.46
2022-01-04 17:00:00,43.98,31.93
2022-01-04 18:00:00,33.98,27.92
2022-01-04 19:00:00,29.14,22.70
2022-01-04 20:00:00,26.03,22.50
2022-01-04 21:00:00,24.53,22.03
2022-01-04 22:00:00,25.84,20.63
2022-01-04 23:00:00,24.38,20.75
2022-01-05 00:00:00,23.23,22.67
2022-01-05 01:00:00,22.23,22.49
2022-01-05 02:00:00,22.29,22.33
2022-01-05 03:00:00,22.42,20.14
2022-01-05 04:00:00,24.59,20.08
2022-01-05 05:00:00,29.25,21.77
2022-01-05 06:00:00,32.77,22.6
2022-01-05 07:00:00,34.66,22.75
2022-01-05 08:00:00,27.59,21.94
2022-01-05 09:00:00,23.83,17.59
2022-01-05 10:00:00,23.26,20.82
2022-01-05 11:00:00,23.55,22.68
2022-01-05 12:00:00,23.54,24.60
2022-01-05 13:00:00,23.19,25.12
2022-01-05 14:00:00,22.86,23.55
2022-01-05 15:00:00,22.6,22.96
2022-01-05 16:00:00,24.83,22.94
2022-01-05 17:00:00,60.02,32.44
2022-01-05 18:00:00,47.07,32.76
2022-01-05 19:00:00,34.21,29.44
2022-01-05 20:00:00,31.01,24.72
2022-01-05 21:00:00,25.08,22.86
2022-01-05 22:00:00,26.72,21.89
2022-01-05 23:00:00,24.98,19.02
2022-01-06 00:00:00,25.08,21.50
2022-01-06 01:00:00,23.11,20.45
2022-01-06 02:00:00,23,20.23
2022-01-06 03:00:00,22,22.29
2022-01-06 04:00:00,23.2,17.87
2022-01-06 05:00:00,24.64,20.47
2022-01-06 06:00:00,27.72,22.48
2022-01-06 07:00:00,27.71,21.82
2022-01-06 08:00:00,23.16,22.07
2022-01-06 09:00:00,21.16,22.06
2022-01-06 10:00:00,21.11,22.19
2022-01-06 11:00:00,21.24,22.12
2022-01-06 12:00:00,22.35,22.18
2022-01-06 13:00:00,25.04,22.35
2022-01-06 14:00:00,24.9,22.49
2022-01-06 15:00:00,25.57,22.48
2022-01-06 16:00:00,28.82,23.49
2022-01-06 17:00:00,62.93,53.35
2022-01-06 18:00:00,56.55,41.80
2022-01-06 19:00:00,48.47,44.00
2022-01-06 20:00:00,44.26,41.59
2022-01-06 21:00:00,31.85,38.50
2022-01-06 22:00:00,30.87,31.96
2022-01-06 23:00:00,31.13,35.95
2022-01-07 00:00:00,30.62,36.56
2022-01-07 01:00:00,29.52,36.56
2022-01-07 02:00:00,29.07,37.72
2022-01-07 03:00:00,29.47,44.24
2022-01-07 04:00:00,32.11,43.65
2022-01-07 05:00:00,35.98,44.68
2022-01-07 06:00:00,83.5,358.58
2022-01-07 07:00:00,71.33,278.52
2022-01-07 08:00:00,41.33,135.78
2022-01-07 09:00:00,29.94,47.77
2022-01-07 10:00:00,26.94,53.04
2022-01-07 11:00:00,27.06,55.08
2022-01-07 12:00:00,24.42,39.64
2022-01-07 13:00:00,24.24,39.03
2022-01-07 14:00:00,20.81,22.84
2022-01-07 15:00:00,20,23.48
2022-01-07 16:00:00,22.4,35.63
2022-01-07 17:00:00,28.09,142.67
2022-01-07 18:00:00,27.14,36.87
2022-01-07 19:00:00,24.55,22.05
2022-01-07 20:00:00,23.56,23.92
2022-01-07 21:00:00,23.35,22.76
2022-01-07 22:00:00,24.92,22.06
2022-01-07 23:00:00,24.22,22.93
2022-01-08 00:00:00,23.85,21.14
2022-01-08 01:00:00,21.7,20.57
2022-01-08 02:00:00,20.14,20.69
2022-01-08 03:00:00,19.8,20.48
2022-01-08 04:00:00,19.78,19.97
2022-01-08 05:00:00,20.68,18.06
2022-01-08 06:00:00,20.53,21.89
2022-01-08 07:00:00,23.51,22.88
2022-01-08 08:00:00,26.21,21.43
2022-01-08 09:00:00,25.04,23.74
2022-01-08 10:00:00,21.58,21.37
2022-01-08 11:00:00,23.67,20.93
2022-01-08 12:00:00,21.44,20.97
2022-01-08 13:00:00,20.18,21.06
2022-01-08 14:00:00,17.64,21.69
2022-01-08 15:00:00,17.1,22.13
2022-01-08 16:00:00,22.96,23.10
2022-01-08 17:00:00,49.99,132.07
2022-01-08 18:00:00,43.3,90.46
2022-01-08 19:00:00,31,27.55
2022-01-08 20:00:00,25.4,24.34
2022-01-08 21:00:00,24.14,21.55
2022-01-08 22:00:00,26.22,22.02
2022-01-08 23:00:00,22.59,21.50
2022-01-09 00:00:00,24.97,22.53
2022-01-09 01:00:00,20.09,19.81
2022-01-09 02:00:00,18.78,4.77
2022-01-09 03:00:00,17.76,1.94
2022-01-09 04:00:00,19,-0.04
2022-01-09 05:00:00,19.41,4.36
2022-01-09 06:00:00,20.39,12.64
2022-01-09 07:00:00,21.62,15.17
2022-01-09 08:00:00,22.77,13.53
2022-01-09 09:00:00,21.9,16.43
2022-01-09 10:00:00,21.35,20.16
2022-01-09 11:00:00,20.79,21.88
2022-01-09 12:00:00,21.07,21.88
2022-01-09 13:00:00,20.63,19.73
2022-01-09 14:00:00,20.11,19.43
2022-01-09 15:00:00,22.61,17.09
2022-01-09 16:00:00,25.02,19.54
2022-01-09 17:00:00,42.04,25.19
2022-01-09 18:00:00,43.73,27.41
2022-01-09 19:00:00,38.81,25.57
2022-01-09 20:00:00,38.59,25.48
2022-01-09 21:00:00,34.44,23.15
2022-01-09 22:00:00,29.11,22.65
2022-01-09 23:00:00,27.85,23.50
2022-01-10 00:00:00,30.09,23.22
2022-01-10 01:00:00,26.23,22.68
2022-01-10 02:00:00,27.54,23.01
2022-01-10 03:00:00,28.74,23.26
2022-01-10 04:00:00,31.5,22.98
2022-01-10 05:00:00,39.18,24.59
2022-01-10 06:00:00,61.48,40.60
2022-01-10 07:00:00,64.46,73.48
2022-01-10 08:00:00,44.24,63.83
2022-01-10 09:00:00,32.34,38.55
2022-01-10 10:00:00,28.31,36.70
2022-01-10 11:00:00,26.55,27.59
2022-01-10 12:00:00,24.87,25.48
2022-01-10 13:00:00,23.66,23.43
2022-01-10 14:00:00,23,22.49
2022-01-10 15:00:00,23.25,23.19
2022-01-10 16:00:00,26.46,27.31
2022-01-10 17:00:00,73.35,42.18
2022-01-10 18:00:00,70.24,40.34
2022-01-10 19:00:00,44.01,38.26
2022-01-10 20:00:00,41.93,38.21
2022-01-10 21:00:00,31.86,37.53
2022-01-10 22:00:00,35.5,33.31
2022-01-10 23:00:00,31.5,29.16
2022-01-11 00:00:00,32.49,27.72
2022-01-11 01:00:00,28.47,25.41
2022-01-11 02:00:00,26.54,24.78
2022-01-11 03:00:00,26.29,24.97
2022-01-11 04:00:00,29.16,25.96
2022-01-11 05:00:00,36.6,28.49
2022-01-11 06:00:00,60.04,36.45
2022-01-11 07:00:00,63.7,38.83
2022-01-11 08:00:00,44.1,35.76
2022-01-11 09:00:00,41.02,39.56
2022-01-11 10:00:00,31.27,28.00
2022-01-11 11:00:00,28,23.70
2022-01-11 12:00:00,25.16,22.34
2022-01-11 13:00:00,24.26,20.41
2022-01-11 14:00:00,23.62,18.56
2022-01-11 15:00:00,24,20.18
2022-01-11 16:00:00,26.53,26.77
2022-01-11 17:00:00,65.64,73.96
2022-01-11 18:00:00,50.22,35.54
2022-01-11 19:00:00,30.71,29.72
2022-01-11 20:00:00,32,26.46
2022-01-11 21:00:00,29.71,24.92
2022-01-11 22:00:00,29.45,22.79
2022-01-11 23:00:00,27.68,22.43
2022-01-12 00:00:00,23.87,22.48
2022-01-12 01:00:00,23.67,22.53
2022-01-12 02:00:00,24.56,22.60
2022-01-12 03:00:00,25.05,23.35
2022-01-12 04:00:00,29.34,24.02
2022-01-12 05:00:00,36.29,26.90
2022-01-12 06:00:00,57.86,34.08
2022-01-12 07:00:00,59.06,38.36
2022-01-12 08:00:00,43.96,31.43
2022-01-12 09:00:00,30.35,25.84
2022-01-12 10:00:00,30.03,27.88
2022-01-12 11:00:00,27.17,26.22
2022-01-12 12:00:00,25.35,25.17
2022-01-12 13:00:00,25,23.35
2022-01-12 14:00:00,24.59,22.45
2022-01-12 15:00:00,24.35,22.73
2022-01-12 16:00:00,26.71,23.60
2022-01-12 17:00:00,65.74,32.48
2022-01-12 18:00:00,63.51,39.17
2022-01-12 19:00:00,46.09,43.07
2022-01-12 20:00:00,45.16,38.13
2022-01-12 21:00:00,37.91,36.37
2022-01-12 22:00:00,33.23,33.05
2022-01-12 23:00:00,32.77,36.51
2022-01-13 00:00:00,31.13,34.87
2022-01-13 01:00:00,28.19,31.07
2022-01-13 02:00:00,27.73,35.60
2022-01-13 03:00:00,27.26,36.70
2022-01-13 04:00:00,28,39.65
2022-01-13 05:00:00,38.76,44.75
2022-01-13 06:00:00,54.72,62.53
2022-01-13 07:00:00,57.35,101.42
2022-01-13 08:00:00,43,34.44
2022-01-13 09:00:00,34.11,28.68
2022-01-13 10:00:00,28.82,30.57
2022-01-13 11:00:00,28.02,27.67
2022-01-13 12:00:00,27.56,26.63
2022-01-13 13:00:00,26.7,26.26
2022-01-13 14:00:00,25.88,25.72
2022-01-13 15:00:00,25.81,25.90
2022-01-13 16:00:00,28,28.12
2022-01-13 17:00:00,61.45,42.38
2022-01-13 18:00:00,61.3,52.17
2022-01-13 19:00:00,43.56,47.47
2022-01-13 20:00:00,38.86,46.24
2022-01-13 21:00:00,32,36.38
2022-01-13 22:00:00,32.66,29.50
2022-01-13 23:00:00,29.71,29.54
2022-01-14 00:00:00,31.11,27.08
2022-01-14 01:00:00,28.55,23.92
2022-01-14 02:00:00,25.85,23.32
2022-01-14 03:00:00,24.24,24.86
2022-01-14 04:00:00,26.65,24.40
2022-01-14 05:00:00,32.68,25.06
2022-01-14 06:00:00,47.9,29.94
2022-01-14 07:00:00,38.23,30.49
2022-01-14 08:00:00,33.41,21.47
2022-01-14 09:00:00,32.15,20.47
2022-01-14 10:00:00,27.69,21.49
2022-01-14 11:00:00,28.08,19.38
2022-01-14 12:00:00,23.67,21.03
2022-01-14 13:00:00,22.24,15.04
2022-01-14 14:00:00,21,15.36
2022-01-14 15:00:00,21.26,23.45
2022-01-14 16:00:00,28.22,22.78
2022-01-14 17:00:00,51.36,26.48
2022-01-14 18:00:00,31.08,23.68
2022-01-14 19:00:00,27.06,14.26
2022-01-14 20:00:00,26.68,16.29
2022-01-14 21:00:00,24,13.31
2022-01-14 22:00:00,21.24,13.02
2022-01-14 23:00:00,16.87,8.79
2022-01-15 00:00:00,11.85,-4.33
2022-01-15 01:00:00,11.98,-1.85
2022-01-15 02:00:00,11.99,3.09
2022-01-15 03:00:00,13.33,5.72
2022-01-15 04:00:00,16.4,10.12
2022-01-15 05:00:00,16.68,26.24
2022-01-15 06:00:00,28.69,32.19
2022-01-15 07:00:00,26.58,37.72
2022-01-15 08:00:00,26.13,38.46
2022-01-15 09:00:00,25.77,38.35
2022-01-15 10:00:00,28.55,32.99
2022-01-15 11:00:00,29.11,32.85
2022-01-15 12:00:00,27.47,32.65
2022-01-15 13:00:00,24.23,28.38
2022-01-15 14:00:00,23.57,26.12
2022-01-15 15:00:00,22.54,24.96
2022-01-15 16:00:00,23.32,25.87
2022-01-15 17:00:00,41.42,32.52
2022-01-15 18:00:00,44.41,48.02
2022-01-15 19:00:00,42.24,59.72
2022-01-15 20:00:00,45.2,46.52
2022-01-15 21:00:00,46.98,50.19
2022-01-15 22:00:00,44.74,44.20
2022-01-15 23:00:00,43.17,46.52
2022-01-16 00:00:00,38.37,42.42
2022-01-16 01:00:00,36.32,42.38
2022-01-16 02:00:00,37.65,39.95
2022-01-16 03:00:00,38.99,35.09
2022-01-16 04:00:00,41.12,35.16
2022-01-16 05:00:00,42.92,33.77
2022-01-16 06:00:00,68.35,37.13
2022-01-16 07:00:00,72.24,39.74
2022-01-16 08:00:00,52.39,30.83
2022-01-16 09:00:00,36.07,26.08
2022-01-16 10:00:00,32.38,27.39
2022-01-16 11:00:00,29.51,27.41
2022-01-16 12:00:00,27.16,25.73
2022-01-16 13:00:00,26.29,22.80
2022-01-16 14:00:00,25.28,21.51
2022-01-16 15:00:00,25.1,21.71
2022-01-16 16:00:00,27.3,23.23
2022-01-16 17:00:00,57.14,31.19
2022-01-16 18:00:00,58.36,39.03
2022-01-16 19:00:00,45,42.04
2022-01-16 20:00:00,40.31,41.42
2022-01-16 21:00:00,35.71,39.36
2022-01-16 22:00:00,35.79,37.09
2022-01-16 23:00:00,31.32,34.05
2022-01-17 00:00:00,29.09,36.22
2022-01-17 01:00:00,28.01,36.93
2022-01-17 02:00:00,28.63,36.09
2022-01-17 03:00:00,30.34,36.53
2022-01-17 04:00:00,36.12,34.72
2022-01-17 05:00:00,42.83,39.36
2022-01-17 06:00:00,86.86,44.32
2022-01-17 07:00:00,90.79,46.97
2022-01-17 08:00:00,52.33,36.16
2022-01-17 09:00:00,36.31,27.51
2022-01-17 10:00:00,34.07,26.16
2022-01-17 11:00:00,31.56,25.64
2022-01-17 12:00:00,29.96,24.93
2022-01-17 13:00:00,27.65,22.93
2022-01-17 14:00:00,26.06,19.1
2022-01-17 15:00:00,25.14,15.51
2022-01-17 16:00:00,26.8,18.68
2022-01-17 17:00:00,44.26,24.14
2022-01-17 18:00:00,36.25,22.68
2022-01-17 19:00:00,29.92,20.21
2022-01-17 20:00:00,28.1,20.04
2022-01-17 21:00:00,26,18.24
2022-01-17 22:00:00,24.63,18.15
2022-01-17 23:00:00,22.37,15.41
2022-01-18 00:00:00,18.84,18.2
2022-01-18 01:00:00,18.79,17.14
2022-01-18 02:00:00,18.91,18.91
2022-01-18 03:00:00,19.46,22.86
2022-01-18 04:00:00,22.51,23.45
2022-01-18 05:00:00,33.3,22.62
2022-01-18 06:00:00,41.9,22.40
2022-01-18 07:00:00,44.67,24.16
2022-01-18 08:00:00,31.45,20.21
2022-01-18 09:00:00,27.43,18.33
2022-01-18 10:00:00,23.25,12.92
2022-01-18 11:00:00,22.51,9.59
2022-01-18 12:00:00,22.28,13.04
2022-01-18 13:00:00,20.83,5.81
2022-01-18 14:00:00,19.76,7.93
2022-01-18 15:00:00,18.88,11.22
2022-01-18 16:00:00,21.39,12.52
2022-01-18 17:00:00,39.17,34.35
2022-01-18 18:00:00,45.91,46.35
2022-01-18 19:00:00,30.2,32.27
2022-01-18 20:00:00,29.78,26.83
2022-01-18 21:00:00,26.23,35.71
2022-01-18 22:00:00,25.53,25.55
2022-01-18 23:00:00,23.41,19.36
2022-01-19 00:00:00,21.21,22.54
2022-01-19 01:00:00,18.34,22.66
2022-01-19 02:00:00,17.41,22.49
2022-01-19 03:00:00,18.7,15.32
2022-01-19 04:00:00,21.55,22.9
2022-01-19 05:00:00,28.8,26.96
2022-01-19 06:00:00,36.88,35.55
2022-01-19 07:00:00,39.47,29.02
2022-01-19 08:00:00,32.55,21.73
2022-01-19 09:00:00,22.33,17.76
2022-01-19 10:00:00,20.32,16.73
2022-01-19 11:00:00,20,20.96
2022-01-19 12:00:00,22.62,29.41
2022-01-19 13:00:00,21,26.06
2022-01-19 14:00:00,20.56,24.95
2022-01-19 15:00:00,19.36,17.30
2022-01-19 16:00:00,22.28,16.02
2022-01-19 17:00:00,35.76,17.19
2022-01-19 18:00:00,38.03,19.34
2022-01-19 19:00:00,30.28,21.25
2022-01-19 20:00:00,26.78,22.43
2022-01-19 21:00:00,24.65,21.30
2022-01-19 22:00:00,27.98,18.78
2022-01-19 23:00:00,27.67,17.95
2022-01-20 00:00:00,25.36,14.01
2022-01-20 01:00:00,27.21,14.88
2022-01-20 02:00:00,28.6,14.98
2022-01-20 03:00:00,29.23,15.30
2022-01-20 04:00:00,31.19,17.26
2022-01-20 05:00:00,38.41,21.66
2022-01-20 06:00:00,44.54,28.05
2022-01-20 07:00:00,49.52,29.36
2022-01-20 08:00:00,46.55,29.93
2022-01-20 09:00:00,42.88,33.35
2022-01-20 10:00:00,41.7,33.26
2022-01-20 11:00:00,42.53,31.99
2022-01-20 12:00:00,40.71,29.58
2022-01-20 13:00:00,40.6,27.24
2022-01-20 14:00:00,37.12,26.13
2022-01-20 15:00:00,39.72,27.16
2022-01-20 16:00:00,45,31.58
2022-01-20 17:00:00,80,44.94
2022-01-20 18:00:00,95.17,49.62
2022-01-20 19:00:00,89.75,48.65
2022-01-20 20:00:00,82.07,50.61
2022-01-20 21:00:00,56.58,50.80
2022-01-20 22:00:00,38.5,46.33
2022-01-20 23:00:00,37.51,43.16
2022-01-21 00:00:00,32.44,39.87
2022-01-21 01:00:00,32.23,37.76
2022-01-21 02:00:00,32.24,38.29
2022-01-21 03:00:00,32.34,40.49
2022-01-21 04:00:00,36.2,42.91
2022-01-21 05:00:00,44.73,45.70
2022-01-21 06:00:00,125,65.14
2022-01-21 07:00:00,149.67,68.51
2022-01-21 08:00:00,68.83,49.19
2022-01-21 09:00:00,45.88,40.48
2022-01-21 10:00:00,40.84,36.02
2022-01-21 11:00:00,34.5,30.28
2022-01-21 12:00:00,29.94,25.79
2022-01-21 13:00:00,28.39,23.71
2022-01-21 14:00:00,27.7,21.45
2022-01-21 15:00:00,27.94,20.02
2022-01-21 16:00:00,29.66,20.85
2022-01-21 17:00:00,40.72,26.39
2022-01-21 18:00:00,42.53,29.60
2022-01-21 19:00:00,36.03,25.98
2022-01-21 20:00:00,33.98,25.09
2022-01-21 21:00:00,32.67,24.4
2022-01-21 22:00:00,28.66,23.30
2022-01-21 23:00:00,28.12,23.18
2022-01-22 00:00:00,30.15,25.21
2022-01-22 01:00:00,31.13,29.53
2022-01-22 02:00:00,32.83,35.79
2022-01-22 03:00:00,35.17,37.92
2022-01-22 04:00:00,37.25,39.60
2022-01-22 05:00:00,44.99,42.68
2022-01-22 06:00:00,78.99,45.94
2022-01-22 07:00:00,93.45,50.84
2022-01-22 08:00:00,59.5,43.67
2022-01-22 09:00:00,41.32,39.61
2022-01-22 10:00:00,33.66,40.08
2022-01-22 11:00:00,26.43,38.60
2022-01-22 12:00:00,24.4,32.19
2022-01-22 13:00:00,23.77,29.38
2022-01-22 14:00:00,22.2,24.67
2022-01-22 15:00:00,22.18,24.10
2022-01-22 16:00:00,23.18,25.36
2022-01-22 17:00:00,35.78,32.13
2022-01-22 18:00:00,42.74,38.41
2022-01-22 19:00:00,38.78,37.62
2022-01-22 20:00:00,37.91,36.62
2022-01-22 21:00:00,34.97,31.18
2022-01-22 22:00:00,31.1,25.69
2022-01-22 23:00:00,31.28,25.13
2022-01-23 00:00:00,29.01,28.44
2022-01-23 01:00:00,26.79,29.02
2022-01-23 02:00:00,26.14,27.97
2022-01-23 03:00:00,25.99,27.21
2022-01-23 04:00:00,27.37,27.02
2022-01-23 05:00:00,30.9,27.38
2022-01-23 06:00:00,33.64,30.16
2022-01-23 07:00:00,43.89,35.64
2022-01-23 08:00:00,42.27,32.98
2022-01-23 09:00:00,37.88,33.34
2022-01-23 10:00:00,34.75,30.99
2022-01-23 11:00:00,26.84,25.19
2022-01-23 12:00:00,24.27,23.61
2022-01-23 13:00:00,23.2,23.00
2022-01-23 14:00:00,22.41,22.85
2022-01-23 15:00:00,22.23,22.83
2022-01-23 16:00:00,25.03,23.62
2022-01-23 17:00:00,38.98,29.43
2022-01-23 18:00:00,42.16,29.20
2022-01-23 19:00:00,36,27.57
2022-01-23 20:00:00,30.09,25.43
2022-01-23 21:00:00,28.44,24.21
2022-01-23 22:00:00,28.05,22.45
2022-01-23 23:00:00,27.95,21.33
2022-01-24 00:00:00,26.65,19.03
2022-01-24 01:00:00,24.28,7.04
2022-01-24 02:00:00,23.74,11.23
2022-01-24 03:00:00,24.34,16.61
2022-01-24 04:00:00,26.57,19.29
2022-01-24 05:00:00,30.44,20.61
2022-01-24 06:00:00,39.54,25.30
2022-01-24 07:00:00,40.41,27.88
2022-01-24 08:00:00,36.78,27.02
2022-01-24 09:00:00,31.83,27.26
2022-01-24 10:00:00,29.76,28.20
2022-01-24 11:00:00,28.71,27.47
2022-01-24 12:00:00,25.56,25.83
2022-01-24 13:00:00,24.75,25.0
2022-01-24 14:00:00,23.93,23.82
2022-01-24 15:00:00,23.95,23.17
2022-01-24 16:00:00,25.23,25.51
2022-01-24 17:00:00,49.03,44.58
2022-01-24 18:00:00,51.51,49.65
2022-01-24 19:00:00,50,38.14
2022-01-24 20:00:00,38.48,35.92
2022-01-24 21:00:00,32.02,34.17
2022-01-24 22:00:00,31.13,39.25
2022-01-24 23:00:00,31.66,39.47
2022-01-25 00:00:00,30.62,39.47
2022-01-25 01:00:00,26.98,25.63
2022-01-25 02:00:00,26.23,21.16
2022-01-25 03:00:00,25.91,18.22
2022-01-25 04:00:00,28.06,14.82
2022-01-25 05:00:00,31.88,15.22
2022-01-25 06:00:00,45.42,25.66
2022-01-25 07:00:00,44.01,27.79
2022-01-25 08:00:00,31.6,26.37
2022-01-25 09:00:00,29.62,24.26
2022-01-25 10:00:00,26.13,25.79
2022-01-25 11:00:00,25.8,26.4
2022-01-25 12:00:00,25.21,26.52
2022-01-25 13:00:00,24.5,26.38
2022-01-25 14:00:00,23.21,25.05
2022-01-25 15:00:00,22.76,23.07
2022-01-25 16:00:00,23.54,22.87
2022-01-25 17:00:00,33.55,34.76
2022-01-25 18:00:00,35.27,29.39
2022-01-25 19:00:00,26.38,23.66
2022-01-25 20:00:00,25.6,23.62
2022-01-25 21:00:00,22.62,20.21
2022-01-25 22:00:00,20.54,18.73
2022-01-25 23:00:00,21.31,18.12
2022-01-26 00:00:00,20.49,22.0
2022-01-26 01:00:00,21.03,22.80
2022-01-26 02:00:00,22.51,26.54
2022-01-26 03:00:00,25.34,30.95
2022-01-26 04:00:00,26.14,31.76
2022-01-26 05:00:00,35.1,34.68
2022-01-26 06:00:00,46.49,95.34
2022-01-26 07:00:00,56.57,296.4
2022-01-26 08:00:00,47.48,91.21
2022-01-26 09:00:00,42.03,77.49
2022-01-26 10:00:00,38.57,50.41
2022-01-26 11:00:00,34.9,42.44
2022-01-26 12:00:00,29.1,38.63
2022-01-26 13:00:00,27.57,32.71
2022-01-26 14:00:00,26.45,30.04
2022-01-26 15:00:00,25.97,29.54
2022-01-26 16:00:00,27.19,30.94
2022-01-26 17:00:00,47.47,37.35
2022-01-26 18:00:00,52.9,39.95
2022-01-26 19:00:00,45.19,41.12
2022-01-26 20:00:00,44.18,40.47
2022-01-26 21:00:00,40.4,38.28
2022-01-26 22:00:00,35.61,33.98
2022-01-26 23:00:00,33.83,31.10
2022-01-27 00:00:00,31.27,29.58
2022-01-27 01:00:00,29.44,28.08
2022-01-27 02:00:00,28.99,27.30
2022-01-27 03:00:00,29.21,27.61
2022-01-27 04:00:00,31.55,28.46
2022-01-27 05:00:00,41.76,30.31
2022-01-27 06:00:00,73.51,41.57
2022-01-27 07:00:00,71.65,42.89
2022-01-27 08:00:00,51.02,41.85
2022-01-27 09:00:00,47.29,41.69
2022-01-27 10:00:00,38.29,40.78
2022-01-27 11:00:00,32.39,37.39
2022-01-27 12:00:00,31.12,33.16
2022-01-27 13:00:00,29,29.24
2022-01-27 14:00:00,27,26.87
2022-01-27 15:00:00,28,25.09
2022-01-27 16:00:00,29.24,25.8
2022-01-27 17:00:00,48,30.66
2022-01-27 18:00:00,40,32.79
2022-01-27 19:00:00,32.04,29.41
2022-01-27 20:00:00,29,26.67
2022-01-27 21:00:00,27.02,22.99
2022-01-27 22:00:00,29.13,25.91
2022-01-27 23:00:00,24.35,26.02
2022-01-28 00:00:00,24.71,24.25
2022-01-28 01:00:00,23.62,23.84
2022-01-28 02:00:00,23.82,25.33
2022-01-28 03:00:00,24.3,25.74
2022-01-28 04:00:00,28.46,25.55
2022-01-28 05:00:00,32.12,27.69
2022-01-28 06:00:00,47.32,46.25
2022-01-28 07:00:00,66.59,50.71
2022-01-28 08:00:00,57.5,35.13
2022-01-28 09:00:00,36.95,34.19
2022-01-28 10:00:00,35.22,32.30
2022-01-28 11:00:00,29.65,25.73
2022-01-28 12:00:00,27.56,23.24
2022-01-28 13:00:00,25.79,21.3
2022-01-28 14:00:00,24.05,20.28
2022-01-28 15:00:00,23.64,19.63
2022-01-28 16:00:00,25.34,20.87
2022-01-28 17:00:00,45.16,32.17
2022-01-28 18:00:00,81.12,57.91
2022-01-28 19:00:00,48.74,85.21
